tweet_id,author_id,tweet_by,tweet_by_verified,user_location,text,clean_tweet,sentiment_text,created_at,source,retweets,replies,likes,quote_count,hastags,mentions,subjectivity,polarity,sentiment
1528888506520592387,814961221719957504,BarbiBlanco14,False,"Ciudad Autónoma de Buenos Aires, Argentina",RT @DEBORAHKAHAN1: Alberto.... Mi hijo con discapacidad severa caminaba por las paredes en tu cuarentena eterna mientras vos te reías de no…,mi con las en tu te de,mi con la en tu te de,2022-05-23 23:59:59+00:00,Twitter for iPhone,280,0,0,0,[],['DEBORAHKAHAN1'],0.0,0.0,Neutral
1528888506327523328,1152110797293670401,mynameprada,False,الولايات المتحدة,"RT @RashaAlAqeedi: That moment the barista pronounces your name correctly for the first time and yells out ""RUSSIAAAA!"" infront of 30 peopl…",moment name correctly first time,moment name correctly first time,2022-05-23 23:59:59+00:00,Twitter Web App,1153,0,0,0,[],['RashaAlAqeedi'],0.3333333333333333,0.25,Positive
1528888506306936832,1527762084322328577,manesix123,False,,RT @Giiiiiii01: gracias mi wife por darme una crisis existencial por no estar al dia con my little pony es mejor que mi crisis existencial…,mi wife crisis al con little pony es mi crisis,mi wife crisis al con little pony e mi crisis,2022-05-23 23:59:59+00:00,Twitter Web App,1,0,0,0,[],['Giiiiiii01'],0.5,-0.1875,Negative
1528888506038120454,3293028114,12WAAA12,False,wherever the wind takes me,"Honestly, a mí me encantaría tener un novio que le guste ir a bares gays conmigo o sin mí. 😍 https://t.co/ESXW8Cakp0",honestly un sin,honestly un sin,2022-05-23 23:59:59+00:00,Twitter for Android,0,0,1,0,[],[],0.9,0.6,Positive
1528888506017320965,1034860851721850882,maraasilvero,False,"Garuhapé, Misiones",Quiero las chipitas de mi mamá igual,las de mi,la de mi,2022-05-23 23:59:59+00:00,Twitter for iPhone,0,0,0,0,[],[],0.0,0.0,Neutral
1528888505924931584,305399139,majoobaez,False,"Villarrica, Paraguay","Para mi sos un trozo de mi vida que me arrancaron sin pedírmelo y deprisa, no pude darte mas besos ni más caricias 🐾",para mi un de mi sin mas ni,para mi un de mi sin ma ni,2022-05-23 23:59:59+00:00,Twitter for iPhone,0,0,0,0,[],[],0.0,0.0,Neutral
1528888505555988480,1472327208005943297,hycrn0,False,she/her | infp,@icr3dible di mi di mi,di mi di mi,di mi di mi,2022-05-23 23:59:59+00:00,Twitter for iPhone,0,0,1,0,[],['icr3dible'],0.0,0.0,Neutral
1528888505497137152,990696123009503232,feelinforu,False,,RT @_Alexxxistiq: ¿Rico? Es ponerme en 4 para mi papi @vic_twink 👼🏻💕 me dejo mi cōlitō bien mojadito y me vine sin tocarme mñam 😳 hay segun…,es en para mi mi bien vine sin hay,e en para mi mi bien vine sin hay,2022-05-23 23:59:59+00:00,Twitter for iPhone,1356,0,0,0,[],"['_Alexxxistiq', 'vic_twink']",0.0,0.0,Neutral
1528888505317076992,1476687615361441794,gamaliel2022,False,,RT @TaxiCalienteSV: Mi primo empezó a tocarme 🥵 y terminó aguantando verga como un putito 🤤💦 https://t.co/TDWu8UQIA1,mi un,mi un,2022-05-23 23:59:59+00:00,Twitter for Android,251,0,0,0,[],['TaxiCalienteSV'],0.0,0.0,Neutral
1528888505056710657,1460484134,iQueRoxy,False,CDMX,A veces siento que mi hermana hizo su fiesta de XV como yo la hubiera querido porque no tuve🥺🥺,mi fiesta de yo la,mi fiesta de yo la,2022-05-23 23:59:59+00:00,Twitter for iPhone,0,0,0,0,[],[],0.0,0.0,Neutral
1528888505010642946,1426286769436250118,seokminovio,False,dazai t amooo,"@starjjnuni igual esta tienda m gt más porq a comparación de varias es más barato (x ejem la mayoría de tiendas tenia minisode en $40 y ahí salía en $38, además de estar en caracas entonces puedes pagar en efectivo y ahorrarte el gasto del envío nacional)",de es la de en en de en en el,de e la de en en de en en el,2022-05-23 23:59:59+00:00,Twitter for iPhone,0,0,0,0,[],['starjjnuni'],0.0,0.0,Neutral
1528888504847040513,294183728,PastelitoRk,False,Honduras,Mi cuerpo en El Progreso pero mi mente en Guatemala. 🌋 https://t.co/aHLQ0LNkzN,mi en el mi en,mi en el mi en,2022-05-23 23:59:59+00:00,Twitter for Android,0,0,0,0,[],[],0.0,0.0,Neutral
1528888504628805632,55476898,verochi09,False,Venezuela,"RT @Jason_Elmaldo: Ella es mi mamá. En resumen es cáncer y esto ha sido duro para el bolsillo y para el alma. Son exámenes tras exámenes, p…",es mi en es ha duro para el para el alma son,e mi en e ha duro para el para el alma son,2022-05-23 23:59:59+00:00,Twitter for Android,2264,0,0,0,[],['Jason_Elmaldo'],0.0,0.0,Neutral
1528888504520159236,1215492834054344705,ferrarimaar1,False,"Tres Arroyos, Argentina",@ThomyPorta7_ mi amor hermoso 😍😍❤,mi amor,mi amor,2022-05-23 23:59:59+00:00,Twitter for Android,0,0,0,0,[],['ThomyPorta7_'],0.0,0.0,Neutral
1528888504461037568,1064110679056138240,aesthheticc,False,,"hoy por ti, mañana por mí",hoy ti,hoy ti,2022-05-23 23:59:59+00:00,Twitter for Android,1,0,1,0,[],[],0.0,0.0,Neutral
1528888504276512768,1469104791011876872,selenitaaa_,False,"Buenos Aires, Argentina",a mi solo me dan lastima https://t.co/G2gnOWBVQC,mi solo dan,mi solo dan,2022-05-23 23:59:59+00:00,Twitter for Android,0,0,1,0,[],[],0.0,0.0,Neutral
1528888504159457280,282196602,Sofiavmayol,False,,RT @mavitanf: hola! con mi equipo de fútbol que se llama Gambeta estamos vendiendo pastelitos para este miércoles 25 de Mayo. Es para poder…,con mi de se llama para de es para,con mi de se llama para de e para,2022-05-23 23:59:59+00:00,Twitter for iPhone,6,0,0,0,[],['mavitanf'],0.0,0.0,Neutral
1528888504133902336,1517270477756010496,JorgeSantosRom1,False,,"@Ticketmaster_Me JUSTIN BIEBER 25 DE MAYO URGENTE Número de orden 46-17103 soy titular de la tarjeta y necesito que mi persona de emergencia recoja mis boletos en willcall porque yo no puedo hacerlo, ya tiene mi tarjeta con la que se realizó la compra y no le entregan los boletos",de de soy titular de la mi persona de en yo ya mi con la se la,de de soy titular de la mi persona de en yo ya mi con la se la,2022-05-23 23:59:59+00:00,Twitter for Android,0,0,0,0,[],['Ticketmaster_Me'],0.1,0.1,Positive
1528888504088162304,2492125728,RooodryRamos,False,"La Plata, Argentina","Dejemos los estereotipos de lado. Mi central, lo banco a muerte. https://t.co/hsZDeR5TPg",de mi central lo banco,de mi central lo banco,2022-05-23 23:59:59+00:00,Twitter for iPhone,0,0,0,0,[],[],0.25,0.0,Neutral
1528888504008093696,1895525834,EMIRI_KARESHI,False,Apex:GOD_EMIRI_MASTER,"@mi_0ta2 たぶん押す方間違えた説しかない()
ノイミー2曲しかわからんぐらいにはにわか",,,2022-05-23 23:59:59+00:00,Twitter for iPhone,0,1,0,0,[],['mi_0ta2'],0.0,0.0,Neutral
1528888503953932289,1173159547294420993,carlarmzzz,False,nowhere,RT @STPV14: cuiden mi amistad que soy 0- (donante universal),mi soy universal,mi soy universal,2022-05-23 23:59:59+00:00,Twitter for Android,21,0,0,0,[],['STPV14'],0.0,0.0,Neutral
1528888503848796162,174498269,Dianita250,False,,RT @gdqc__: Mi fantasía sexual es tener una relación en la que jamás me hagan dudar de mi lugar,mi sexual es en la de mi,mi sexual e en la de mi,2022-05-23 23:59:59+00:00,Twitter for Android,5763,0,0,0,[],['gdqc__'],0.8333333333333334,0.5,Positive
1528888503718752256,1528209228745277441,elprocesodeamar,False,perdida en el café de tus ojos,"En la noche se esconde
la nostalgia de no tenerte 
Y en mi piel las ganas de 
estar contigo.
Es cuando más te extraña mi cuerpo y cada parte de mi te aclama te desea aquí en mi cama.

En la obscuridad cada una de mis lágrimas van haciendo un río en mi alma sigue 
lloviendo. https://t.co/j1JOgWLUgm",en la se la nostalgia de en mi las de es te mi de mi te te en mi en la de van un en mi alma,en la se la nostalgia de en mi la de e te mi de mi te te en mi en la de van un en mi alma,2022-05-23 23:59:59+00:00,Twitter for Android,0,1,1,0,[],[],0.0,0.0,Neutral
1528888503538700288,1485847391861448707,biluerle,False,,"No me ganes que tasloco jajaja🤣 ella peleando por el y si supiera que me escribe a mi y a un par más y ella presumiendolo, te morís😬",el si escribe mi un par te,el si escribe mi un par te,2022-05-23 23:59:59+00:00,Twitter for Android,0,0,1,0,[],[],0.0,0.0,Neutral
1528888503471333376,3090494513,DasheMartinez,False, ,"RT @TheQueenPornTS: ‼️Quien me visita , en San diego California🇺🇸😋quiero ser follada duramente 💦🥵‼️
Este fan hizo realidad su sueño solo fa…",visita en san ser fan solo,visita en san ser fan solo,2022-05-23 23:59:59+00:00,Twitter for Android,94,0,0,0,[],['TheQueenPornTS'],0.0,0.0,Neutral
1528888503450443776,1521939089687461888,Misolakin,False,"Jalisco, México","@Minitakin mi ojitos bellos zzzz

#AkınAkınözü",mi,mi,2022-05-23 23:59:59+00:00,Twitter for Android,0,0,0,0,['AkınAkınözü'],['Minitakin'],0.0,0.0,Neutral
1528888503425114113,152182451,r_mrra,False,,"RT @Moonlight_Blue4: Hola a todos.
Hoy voy a compartir con ustedes una situación muy difícil.
Quiero aclarar que no lo hago por morbosidad…",hoy con lo,hoy con lo,2022-05-23 23:59:59+00:00,Twitter for Android,168,0,0,0,[],['Moonlight_Blue4'],0.0,0.0,Neutral
1528888503349542912,84491074,ailynyepez,False,,RT @drewftpatch: beliebers mi casa son mis hermanas de sangre morada justin es una tostadora nosotras unos panes nos encanta jerry y correr…,mi son de es jerry,mi son de e jerry,2022-05-23 23:59:59+00:00,Twitter for iPhone,153,0,0,0,[],['drewftpatch'],0.0,0.0,Neutral
1528888503315992576,916176787,MehmetKaraerik,False,"Sydney, New South Wales",@takimakinak @VeyselKirisoglu @HarzemliRek @KemalSuroglu @malibuyukkara Oraya mı asmak istiyorsun? Ama Fullerden önce Efgani senin üzerinde olduğun Islamısm ideolojisinin temellerini attı. Sen hangi kanaldan besleniyorsun? Efgani mi Fuller mi?   Dini senin aklınla mı ölçelim?,ama sen mi fuller mi,ama sen mi fuller mi,2022-05-23 23:59:59+00:00,Twitter Web App,0,0,0,0,[],"['takimakinak', 'VeyselKirisoglu', 'HarzemliRek', 'KemalSuroglu', 'malibuyukkara']",0.0,0.0,Neutral
1528888502930132992,1514734291854393347,mccormack_pepe,False,,RT @CalltoActivism: BREAKING: Facebook owner Mark Zuckerberg has been slapped with a lawsuit by the DC Attorney General for misleading priv…,breaking owner mark lawsuit attorney general misleading,breaking owner mark lawsuit attorney general misleading,2022-05-23 23:59:59+00:00,Twitter Web App,2536,0,0,0,[],['CalltoActivism'],0.5,0.05000000000000002,Positive
1528888502858919936,1122254663213092864,AcidGirl18,False,Santiago-Chile,"RT @Mister_Wolf_0: Solo hoy nuestros honorables senadores se despacharon estas lindas declaraciones. Agreguen a Ossandón, Kast y tantos otr…",solo hoy se,solo hoy se,2022-05-23 23:59:59+00:00,Twitter for Android,519,0,0,0,[],['Mister_Wolf_0'],0.0,0.0,Neutral
1528888502552653824,1070422326,cesaranddale,False,"La Serena, Chile",RT @AHummingbirds: Después de tantos años dedicado a la fotografía de colibríes ésta mañana logré lo que para mi es la mejor foto que he lo…,de la de lo para mi es la,de la de lo para mi e la,2022-05-23 23:59:59+00:00,Twitter for Android,5027,0,0,0,[],['AHummingbirds'],0.0,0.0,Neutral
1528888502196137985,1177038640234541056,Alexreyesm01,False,"San Salvador, El Salvador",El 20 se convirtió en mi número favorito 🐋 https://t.co/AwphIgT511,el se en mi,el se en mi,2022-05-23 23:59:58+00:00,Twitter for iPhone,3,3,213,0,[],[],0.0,0.0,Neutral
1528888502053634049,1059843275438391296,SofiiaAlvarez01,False,"Córdoba, Argentina","RT @IMoreno_2: Yo por mi hermana, me mato con quien sea, pero si me pide un vaso de agua no se lo voy a traer, una cosa no tiene que ver co…",yo mi con sea si un de agua se lo,yo mi con sea si un de agua se lo,2022-05-23 23:59:58+00:00,Twitter for Android,26455,0,0,0,[],['IMoreno_2'],0.0,0.0,Neutral
1528888501894193152,1240112143351140352,Rodrigoo_C18,False,"Maldonado, Uruguay",@_yassmin21_ cuando será el día q dejes de atacarme por mi signo ajajaja,el de mi,el de mi,2022-05-23 23:59:58+00:00,Twitter for iPhone,0,1,0,0,[],['_yassmin21_'],0.0,0.0,Neutral
1528888501839667200,1515578593560399875,alexa20moon,False,Ecuador,"RT @Nahixkev: @Kevlex_update @alexkev_ KEVLEXD X MIAW
#PeticionesMTVMIAW2022 
#KEVLEX
#kevlexd  sigan por mi lloro jsjsjs",mi,mi,2022-05-23 23:59:58+00:00,Twitter for Android,4,0,0,0,"['PeticionesMTVMIAW2022', 'KEVLEX', 'kevlexd']","['Nahixkev', 'Kevlex_update', 'alexkev_']",0.0,0.0,Neutral
1528888501814841344,3421256825,facuquiroga57,False,,RT @fabipa90: Mi vida por el gordo. https://t.co/JQa5iD2iYz,mi el,mi el,2022-05-23 23:59:58+00:00,Twitter Web App,4385,0,0,0,[],['fabipa90'],0.0,0.0,Neutral
1528888501806059522,1295380031271772165,kathy__sibrian,False,"Chalatenango, El Salvador",RT @lilidanielaaa: te amo persona que entiende mi sarcasmo,te persona mi,te persona mi,2022-05-23 23:59:58+00:00,Twitter for iPhone,3908,0,0,0,[],['lilidanielaaa'],0.0,0.0,Neutral
1528888501529628672,751570762465742848,ojedmilagros,False,,RT @_oohhh0: mi lenguaje de amor es contestar rápido mensajes,mi de amor es,mi de amor e,2022-05-23 23:59:58+00:00,Twitter for Android,301,0,0,0,[],['_oohhh0'],0.0,0.0,Neutral
1528888501378375680,1346842005385711616,Follotodo1,False,,"RT @lanacarolina01: Les dejo esta fotito para que admiren mis piernitas lindas uwu🤭

Semana de promocion en mi contenido🤤 https://t.co/kA6x…",para de en mi,para de en mi,2022-05-23 23:59:58+00:00,Twitter Web App,444,0,0,0,[],['lanacarolina01'],0.0,0.0,Neutral
1528888501256785921,3775176922,CcamiMagdaleno,False,"Córdoba, Argentina","Saber que estuve a nada de perderlo me destruye psicológicamente, gracias vida por ponerte de mi lado un rato❤️‍🩹✨",saber de de mi un,saber de de mi un,2022-05-23 23:59:58+00:00,Twitter for iPhone,0,0,8,1,[],[],0.0,0.0,Neutral
1528888501231464448,1081440952189775872,Madhumathy15,False,Madurai,"@timesprime 2) MI #ContestAlert #contestalertindia #content #IPL2022

@Deepaadhan3 
@Ramani96216074 
@ranchikuldeep 
@Antony0762 
@sengodan4",mi content,mi content,2022-05-23 23:59:58+00:00,Twitter for Android,0,0,1,0,"['ContestAlert', 'contestalertindia', 'content', 'IPL2022']","['timesprime', 'Deepaadhan3', 'Ramani96216074', 'ranchikuldeep', 'Antony0762', 'sengodan4']",0.0,0.0,Neutral
1528888501176893440,1099625400,chasuito,False,,"@carolinawagner_ Totalmente de acuerdo, yo soy ateo, mi hijo muy creyente, cuando chico lo acompañe a misas, a conocer iglesias, le ayude lo más que pude dentro de lo poco que me interesaba el tema, el eligió creer, quien soy yo para decirle lo contrario",de yo soy mi chico lo lo de lo poco el el soy yo para lo,de yo soy mi chico lo lo de lo poco el el soy yo para lo,2022-05-23 23:59:58+00:00,Twitter for Android,0,1,3,0,[],['carolinawagner_'],0.0,0.0,Neutral
1528888501126799361,203320337,caccialh,False,,"Pido perdón si alguna vez mi salud mental me hizo ser mala amiga, mala pareja,mala compañía o simplemente una mala persona.🤍",si mi mental ser mala mala mala mala,si mi mental ser mala mala mala mala,2022-05-23 23:59:58+00:00,Twitter for iPhone,0,0,1,0,[],[],0.2,-0.1,Negative
1528888500996648961,1328355390971543561,stellion16,False,,"RT @lowkeystanz: ""you'll never know unless you jump off the cliff."" look at him living up to his words. 🥺 'tong manok na 'to, talon nang ta…",never know unless jump cliff look living na talon,never know unless jump cliff look living na talon,2022-05-23 23:59:58+00:00,Twitter for Android,93,0,0,0,[],['lowkeystanz'],0.0,0.0,Neutral
1528888500749504512,798724101045157888,mrrjirouu,False,he!she,RT @sunshinespreen: mi infancia y mi adolescencia en un mismo stream https://t.co/6fP0418KY3,mi mi en un stream,mi mi en un stream,2022-05-23 23:59:58+00:00,Twitter for Android,3,0,0,0,[],['sunshinespreen'],0.0,0.0,Neutral
1528888500702937089,251106326,ssendam__,False,República del Parawhy,"RT @bufalx_: Vivo con mi pareja y sabe que vivo con VIH y que soy indetectable. Vivir con VIH no significa vendarse del amor, ni del sexo.…",con mi sabe con soy indetectable con amor ni,con mi sabe con soy indetectable con amor ni,2022-05-23 23:59:58+00:00,Twitter for iPhone,156,0,0,0,[],['bufalx_'],0.0,0.0,Neutral
1528888500661395456,1411983646718836736,Floriyou_,False,"Quilmes, Argentina","Estamos todos de acuerdo que ""Boyfriends"" no es solo para un ex no? Corte puede ser para cualquier relación tóxica que hayamos tenido o tenemos. Xq a mi se me viene a la cabeza mi ex amiga de toda la vida y duele jajan't",de es solo para un ex ser para mi se la mi ex de la,de e solo para un ex ser para mi se la mi ex de la,2022-05-23 23:59:58+00:00,Twitter for Android,0,0,0,0,[],[],0.0,0.0,Neutral
1528888500153528320,1522539844030717952,irukandji_bkl,False,"Bengkulu, Indonesia","RT @TikkaReal12: #solo yg mau include hari nii 
Bisa dp dr skg yaa 

RR dm @TikkaReal12",solo mau include,solo mau include,2022-05-23 23:59:58+00:00,Twitter for Android,1,0,0,0,['solo'],"['TikkaReal12', 'TikkaReal12']",0.0,0.0,Neutral
1528888500116144128,1133699603277258752,iraaprez,False,,"RT @Alex_28900: Pido perdón si alguna vez mi salud mental me hizo ser mal amigo, mala pareja o simplemente una mala persona.",si mi mental ser mal mala mala persona,si mi mental ser mal mala mala persona,2022-05-23 23:59:58+00:00,Twitter for Android,23404,0,0,0,[],['Alex_28900'],0.2,-0.1,Negative
1528888500007112704,1493701129108168709,cassou_isabel,False,,"RT @PMigoya: En Paz Descansé Cecilia Monzon.
Activista y abogada Poblana.
Mi más sentido pésame a sus familiares.
La violencia de morena ya…",en mi la de,en mi la de,2022-05-23 23:59:58+00:00,Twitter for iPhone,454,0,0,0,[],['PMigoya'],0.0,0.0,Neutral
1528888499923038208,1274231226,DaL0pz,False,Guatemala,"RT @ElJeringasLoko: Descansa un poco mi rey, te la rifaste estos días https://t.co/X7mvm3WWnJ",un poco mi te la,un poco mi te la,2022-05-23 23:59:58+00:00,Twitter for Android,2668,0,0,0,[],['ElJeringasLoko'],0.0,0.0,Neutral
1528888499771912193,2521487435,MauriBessone99,False,"Los Angeles, CA","Me gustaria tener una vida normal
Pero nada en mi vida es normal",normal en mi es normal,normal en mi e normal,2022-05-23 23:59:58+00:00,Twitter for Android,0,0,3,0,[],[],0.6499999999999999,0.15,Positive
1528888499755433985,1498163502489419778,Areyeh__,False,,"Para tu frío, mi corazón ardiente.",para tu mi,para tu mi,2022-05-23 23:59:58+00:00,Twitter for iPhone,0,0,0,0,[],[],0.0,0.0,Neutral
1528888499683807232,63163128,wjgriffin,False,United States,"RT @susanwiliam2022: The problem with Donald Trump in the White House was he showed just how inept and corrupt DC is.

They had to get rid…",problem trump white house inept corrupt get,problem trump white house inept corrupt get,2022-05-23 23:59:58+00:00,Twitter for Android,197,0,0,0,[],['susanwiliam2022'],0.5,-0.25,Negative
1528888499499585536,1005245137797242880,melanie91x,False,"Medellín, Colombia",me acabo de encontrar plata organizando mi pieza 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼,de mi,de mi,2022-05-23 23:59:58+00:00,Twitter for iPhone,0,1,3,0,[],[],0.0,0.0,Neutral
1528888499444674560,2981893535,elizad0409,False,,"RT @JesusE78: #ConFloresAMaria dia 23 de Mayo

En este día tan especial regalarte una ROSA quiero con aroma de mi corazón sincero y el alma…",de en tan especial con aroma de mi el,de en tan especial con aroma de mi el,2022-05-23 23:59:58+00:00,Twitter for Android,4,0,0,0,['ConFloresAMaria'],['JesusE78'],0.0,0.0,Neutral
1528888499394387968,1527436852151877633,stwooberries,False,"he  minor  filo
rcbyf ! no  prts
selective  fb
sb  2  unfollow",@Doyoungasauraus eto na mi,na mi,na mi,2022-05-23 23:59:58+00:00,Twitter for Android,0,1,1,0,[],['Doyoungasauraus'],0.0,0.0,Neutral
1528888499382124544,394807905,Nijadu2020,False,,"RT @MaoHolidayUK: Ya puse mi parte del acuerdo🗳
Lleve mi propio marcador y no me salí del recuadro 🤘😇🤘

Me llamo Mao Holiday, y hoy por pri…",ya mi mi mao holiday hoy,ya mi mi mao holiday hoy,2022-05-23 23:59:58+00:00,Twitter Web App,1046,0,0,0,[],['MaoHolidayUK'],0.0,0.0,Neutral
1528888499335749633,1210935478980972546,guadatorress_,False,"Buenos Aires, Argentina",A quién le entrego mi alma para volver a estar ahí? ☀️ en Pozones del Caleufu https://t.co/fx6jIHbfzC,mi alma para en,mi alma para en,2022-05-23 23:59:58+00:00,Instagram,0,0,0,0,[],[],0.0,0.0,Neutral
1528888499260252163,1417210058820231168,emiz50_uwu_bot,False,✨mi casa ✨,@SoftxDaniBOT_ @DumiOcho Mi yo de peque qwq https://t.co/CAJ8KpfAY7,mi yo de,mi yo de,2022-05-23 23:59:58+00:00,Twitter for Android,0,0,0,0,[],"['SoftxDaniBOT_', 'DumiOcho']",0.0,0.0,Neutral
1528888499251777538,1250180930851016710,kabiria12,False,,"io ci provo, ma mi conosce troppo bene https://t.co/su10VixOvn",io mi bene,io mi bene,2022-05-23 23:59:58+00:00,Twitter for iPhone,0,0,1,0,[],[],0.0,0.0,Neutral
1528888499146981377,1470367747766984706,cheraci,False,,espero que sean felices sin mí,sin,sin,2022-05-23 23:59:58+00:00,Twitter for Android,0,0,1,0,[],[],0.0,0.0,Neutral
1528888499033624576,378756304,Ab_Fco_Pesantez,False,"Guayas, Ecuador","He cumplido 40 años de ejercicio profesional.Graduado en la U. CATÓLICA Gquil;fui ayudante de cátedra del Dr H.Romero P, Pdte Asoc Estudiantes, profesor, dos veces miembro del. Directivo y hace poco done toda mi BIBLIOTECA a La CATÓLICA,incluida todas las enciclopedias. https://t.co/IpqgCdXW2r",de en la de dos poco done mi la las,de en la de do poco done mi la la,2022-05-23 23:59:58+00:00,Twitter for Android,0,1,8,0,[],[],0.0,0.0,Neutral
1528888498882678784,1398842289678659588,steinmiIa,False,,"hno veo tantas cosas de gente q se desmaya en los conciertos q me da PÁNICO, en el concierto de Justin y Coldplay me llevo mi inhalador, soy asmática y mira si m da un ataque me mato",de se en da en el de mi soy si da un,de se en da en el de mi soy si da un,2022-05-23 23:59:58+00:00,Twitter for Android,0,2,1,0,[],[],0.0,0.0,Neutral
1528888498853498882,1316471717989056512,LukasMa87825436,False,,A ver qué tuiteo mi novia mientras estoy de viaj .. https://t.co/HC371NoaGj,mi de,mi de,2022-05-23 23:59:58+00:00,Twitter Web App,0,0,0,0,[],[],0.0,0.0,Neutral
1528888498840686593,1292207358,Andres_Calteron,False,,@Kitty_Queen__ Mi crush😍,mi,mi,2022-05-23 23:59:58+00:00,Twitter for Android,0,0,1,0,[],['Kitty_Queen__'],0.0,0.0,Neutral
1528888498714861568,94214638,GonzaM91,False,,"Acabo de retar a mi mamá porque me mandó un audio de 4 minutos. Me sentí un poco mal, pero la gente mayor tmb debe aprender (?)",de mi un audio de un poco mal la mayor,de mi un audio de un poco mal la mayor,2022-05-23 23:59:58+00:00,Twitter for Android,0,4,3,0,[],[],0.0,0.0,Neutral
1528888498547302400,1251535411702386690,stefgonzamira,False,,"mi estrés se está reflejando en falta de apetito, ojeras y en las ganas que tengo de llorar todo el perro día",mi se en de en las de el,mi se en de en la de el,2022-05-23 23:59:58+00:00,Twitter for iPhone,0,0,0,0,[],[],0.0,0.0,Neutral
1528888498538926080,1497692921059069962,SaynoBelen,False,,RT @michis20_: mi única red flag es q quiero q toda su atención sea para mi,mi red flag es sea para mi,mi red flag e sea para mi,2022-05-23 23:59:58+00:00,Twitter for Android,7029,0,0,0,[],['michis20_'],0.0,0.0,Neutral
1528888498534891520,1367481149891743748,cabreraamoi,False,,"RT @Alex_28900: Pido perdón si alguna vez mi salud mental me hizo ser mal amigo, mala pareja o simplemente una mala persona.",si mi mental ser mal mala mala persona,si mi mental ser mal mala mala persona,2022-05-23 23:59:58+00:00,Twitter for iPhone,23404,0,0,0,[],['Alex_28900'],0.2,-0.1,Negative
1528888498366734338,135877981,estigarribia_vm,False,"Asunción, Paraguay ",Increíble como Luqueño puede influir en mi estado de ánimo 🤬,en mi estado de,en mi estado de,2022-05-23 23:59:58+00:00,Twitter for iPhone,0,0,0,0,[],[],0.0,0.0,Neutral
1528888497938935808,1518660197195128832,hasanYildizz16,False,,"RT @0xc06: 🎁 GIVEAWAY ~ @XkartR

🎉 1 #AVAX to 1 winner!

🪂 To enter ;
- Follow: @XkartR &amp; @0xc06
- Join DC: https://t.co/SpSEGInHMF
- Like…",giveaway winner enter follow join,giveaway winner enter follow join,2022-05-23 23:59:57+00:00,Twitter for Android,348,0,0,0,['AVAX'],"['0xc06', 'XkartR', 'XkartR', '0xc06']",0.0,0.0,Neutral
